image_id,wealthy_score
513f130dfdc9f0358700ca63,0.527908795743047
51414c4dfdc9f049260072d4,0.5704542890220371
5140b791fdc9f04926001a3b,0.44040125047938045
5140ca01fdc9f049260026db,0.5221083288538036
51413999fdc9f049260054e1,0.48500673475232287
513d9c1bfdc9f03587007c1e,0.526032966764482
513d9cf1fdc9f03587007ef2,0.3216941153235877
513d4ca7fdc9f03587002e34,0.6586017123324486
513f2e2bfdc9f0358700db7a,0.6058587016851082
513cc11efdc9f0358700144a,0.5190682694390173
50f563d0fdc9f065f0005eb1,0.22894608259845414
5185d192fdc9f03fd500110d,0.5758019568199719
5185cddafdc9f03fd5000d9e,0.4426635018820273
513f12d6fdc9f0358700ca1e,0.4477331770058569
50f43b73fdc9f065f00030f1,0.3997322851631582
50f5e56dfdc9f065f00068fe,0.4941783281164999
50f55e0afdc9f065f0004a1e,0.5283402682976814
513d6938fdc9f03587004661,0.6059722117685411
513e20b3fdc9f0358700a28e,0.40715655715039367
5140b7d0fdc9f04926001aee,0.44245778868978786
50f4347efdc9f065f00028a7,0.4851874620308838
50f4643efdc9f065f0004408,0.32516711088056055
5140c911fdc9f0492600241a,0.6616989259262646
5185d4a1fdc9f03fd5001406,0.49271128514402585
513d7b37fdc9f03587006ab3,0.4055125152561598
50f447d3fdc9f065f0003aab,0.5197619107782279
513d9b2ffdc9f0358700791f,0.44245778868978786
51409ab2fdc9f04926000f99,0.40178776999663485
513d9d6bfdc9f0358700807b,0.4818558992612742
5141349cfdc9f04926004707,0.4648435185585692
513d9c08fdc9f03587007bde,0.6004526220294009
513d7b13fdc9f03587006a3f,0.5317430702258338
513d6868fdc9f0358700436a,0.3612610305374166
50f5ebaefdc9f065f000848f,0.48876286310506734
51414339fdc9f04926006399,0.3583927534617585
514091dbfdc9f049260005c7,0.48321709980996064
5140cafafdc9f049260029ea,0.4445143269001952
513d687cfdc9f035870043b6,0.6144001287533065
513e1a3bfdc9f03587009159,0.44245778868978786
50f447fefdc9f065f0003bc9,0.485916999088927
51413705fdc9f04926004d85,0.44433361766835294
513d6d4ffdc9f03587005125,0.5686681068632199
513d5cf5fdc9f035870037ed,0.39803147051164667
513d6b75fdc9f03587004d14,0.4850881064250657
50f5e8cbfdc9f065f00074ea,0.5300511072457127
513cc4c0fdc9f035870017c5,0.4015962693132539
50f5e895fdc9f065f000737c,0.357594144965041
50f61680beb2fed910000958,0.4889361817448967
513da121fdc9f03587008a9c,0.527908795743047
513e1e61fdc9f03587009c4c,0.48312909276730054
513d9f1ffdc9f0358700863b,0.48527363802036805
513ce3cdfdc9f035870021f0,0.44245778868978786
51413641fdc9f04926004c19,0.3606692688322893
50f4648efdc9f065f0004758,0.5935592541357742
50f56360fdc9f065f0005ce4,0.5668084580584863
513da099fdc9f035870089e2,0.45206599391601127
513e5bebfdc9f0358700a99e,0.49631594961885855
51422975fdc9f0492600885b,0.527908795743047
50f5ee95fdc9f065f0008ecf,0.5725101282482419
50f55eb2fdc9f065f0004e46,0.5209734945575003
51414fe2fdc9f04926007bde,0.485614186606928
51422b98fdc9f04926008a60,0.4815330926824496
50f433d0fdc9f065f00026e8,0.4776832618311683
