image_id,beautiful_score
50f4450cfdc9f065f0003434,0.31085023016199076
513e1db6fdc9f03587009a88,0.5931625211057824
51409a8afdc9f04926000f6b,0.4735347037757517
513e6bc4fdc9f0358700c090,0.5579313233869236
5140987efdc9f04926000cbb,0.4715523921191313
50f61456beb2fed9100006e5,0.39173002280455393
51414993fdc9f04926006e07,0.5915537977874822
5185cd16fdc9f03fd5000cd5,0.43453030519096403
5140b790fdc9f04926001a3a,0.29712235072674137
5140cb44fdc9f04926002ad6,0.6000444921568484
50f5eb6cfdc9f065f000830b,0.6809821161661707
51422a97fdc9f04926008967,0.4267909661639035
50f5ee96fdc9f065f0008eda,0.6323665610996356
51414ed8fdc9f04926007944,0.42868936869448154
50f43516fdc9f065f0002ae0,0.48137337780769207
513f2da9fdc9f0358700da97,0.6452289814833266
514134e6fdc9f04926004814,0.5632309862175554
513d33e0fdc9f035870029b9,0.5557919320287107
513e1d14fdc9f035870098e2,0.5106553151452407
513d78fdfdc9f03587006358,0.6664764911105551
51413c0efdc9f04926005aad,0.4681780483567868
51413b70fdc9f04926005975,0.5968526284792943
513ce14dfdc9f03587002189,0.5042986221817979
5140dbeafdc9f04926003f5c,0.46109366075863883
513e5ea1fdc9f0358700b104,0.4963617415967893
50f42c72fdc9f065f0001c71,0.7402777143575127
513d9c58fdc9f03587007ce0,0.5092600860071496
50f5609cfdc9f065f00052e1,0.5538860484097856
513d9e7efdc9f0358700841a,0.5484167279171154
50f55e7afdc9f065f0004cc5,0.666886671003655
50f5644ffdc9f065f000627a,0.5578485820016195
513d4b64fdc9f03587002e0d,0.4266168613273692
5141364dfdc9f04926004c2a,0.5520937844308947
50f4648ffdc9f065f0004783,0.5162422728691695
513d300bfdc9f035870026d5,0.4774737398117147
513e5e61fdc9f0358700b059,0.5968570401663176
50f5eb3cfdc9f065f00080bc,0.46976117300094394
51422967fdc9f0492600884d,0.5461814767760921
5140d970fdc9f04926003bec,0.5165176662572251
513f297cfdc9f0358700d39a,0.7197723832352166
50f43ba6fdc9f065f000328e,0.46976117300094394
513d7d20fdc9f035870070fc,0.5107080149006976
51409195fdc9f0492600053a,0.3179468649863097
513e5d87fdc9f0358700ae08,0.5989203863080819
513cc752fdc9f03587001a29,0.3494604361232755
513e6f1efdc9f0358700c51a,0.46993904016730226
50f5eb9ffdc9f065f0008361,0.356068667512221
513e1f64fdc9f03587009f00,0.5929968710745135
51414cc6fdc9f049260073f8,0.5833471502977592
51414c2bfdc9f04926007279,0.4658896956346651
513d9c84fdc9f03587007d7e,0.5034668772196108
50f5619afdc9f065f00055cf,0.7170719228618166
5140d88dfdc9f04926003a26,0.5127232056368284
5140cb8afdc9f04926002bb1,0.5539729113412025
51408ae8fdc9f0358700e80f,0.4300349791446974
5140b71bfdc9f049260018f0,0.5558673152057025
513d6c36fdc9f03587004ef8,0.4285072594057349
50f56061fdc9f065f000516a,0.51650777802671
513d3339fdc9f03587002944,0.5537950099432907
51409962fdc9f04926000dea,0.6808161140506227
51422bc6fdc9f04926008a87,0.555940255504126
513d5823fdc9f035870032b5,0.46976117300094394
513e1f32fdc9f03587009e73,0.46615435796070026
513e5db1fdc9f0358700ae7c,0.6713604269184152
5141336cfdc9f049260042ce,0.55217395715342
50e748e9d7c3df413b00143a,0.4320272351725975
514134defdc9f049260047f9,0.4266923405805609
5140cf3bfdc9f04926003112,0.5510527220239424
5140d963fdc9f04926003bca,0.5130653761255757
50f5640cfdc9f065f0006036,0.546194502646193
513d7e87fdc9f03587007415,0.5558673152057025
513925ba818ede129600104d,0.5108329773074063
51408bedfdc9f0358700ea18,0.5969309430670731
51413a5afdc9f049260056b3,0.4680241163897214
5185ccc6fdc9f03fd5000c83,0.39648930365335955
5140d966fdc9f04926003bda,0.4828086544854221
50f5eb3dfdc9f065f00080de,0.35768686343379313
513f2ff8fdc9f0358700de74,0.473687177657662
51408fbffdc9f04926000161,0.5514881098508118
51409d64fdc9f049260012e8,0.5558673152057025
513f12defdc9f0358700ca29,0.4457015913217342
514217a3fdc9f04926008055,0.5128142441033232
513f2bbefdc9f0358700d75c,0.6735229492827467
51414826fdc9f04926006c0c,0.5431372432904346
513e61e3fdc9f0358700b5fb,0.5905522693941385
513d9f9ffdc9f035870087a4,0.5631580294605597
50f5e769fdc9f065f000711c,0.46976117300094394
5140904efdc9f04926000282,0.4267124964598737
513f327afdc9f0358700e08e,0.5818160756961495
51413589fdc9f04926004a45,0.702510477038936
513d7e69fdc9f035870073d1,0.43255681388561606
50f5625ffdc9f065f000599f,0.5538860484097856
513cc950fdc9f03587001c07,0.5523418693212644
50f5eeb1fdc9f065f0009019,0.5128142441033232
513f2ac4fdc9f0358700d5c2,0.594965474666736
50f55e0bfdc9f065f0004a46,0.6595987993410203
514142b1fdc9f04926006309,0.6738705644926339
5141424dfdc9f049260062a3,0.516685721469602
50f447d8fdc9f065f0003af1,0.3858976269442384
5140cf26fdc9f049260030fc,0.639950731922764
51409891fdc9f04926000cd2,0.6357827947969659
5185cf85fdc9f03fd5000f3d,0.6044254082455047
513d7b7bfdc9f03587006ba0,0.3894999686622528
5140cef1fdc9f049260030c4,0.5056846693332993
51409a86fdc9f04926000f67,0.46777990620502696
513d9d9dfdc9f03587008128,0.596943514073474
513e1a90fdc9f03587009241,0.46976117300094394
5140c8f0fdc9f049260023b5,0.4267081018985646
50f56448fdc9f065f00061cd,0.477676855901206
5140b731fdc9f0492600192e,0.5500225601296178
5141382cfdc9f0492600516e,0.511022858634201
513f2cecfdc9f0358700d955,0.5558673152057025
513e23b7fdc9f0358700a6e4,0.5558673152057025
513e61bafdc9f0358700b5bb,0.46976117300094394
50f61456beb2fed9100006e8,0.32558796985682326
513e6417fdc9f0358700b7a2,0.5147044546736851
50f561a0fdc9f065f0005629,0.42868936869448154
513e5fadfdc9f0358700b299,0.600744337275406
514144e2fdc9f04926006558,0.5969431193267183
5140d2d7fdc9f04926003339,0.5128058583328813
50f4348ffdc9f065f000297f,0.5577617194423959
5185ccb7fdc9f03fd5000c71,0.5559585557768979
513d5e26fdc9f03587003a05,0.4086556827804813
5140cc2afdc9f04926002d2d,0.512810042319754
513d783ffdc9f035870060d7,0.5969391195121649
513d7b49fdc9f03587006af4,0.47165138357130576
513d346ffdc9f03587002a24,0.46821707898821907
50f60c54beb2fed910000308,0.3966132401896014
50f56267fdc9f065f00059fc,0.5985650951067018
513d9d00fdc9f03587007f20,0.5094069712430057
50f56194fdc9f065f000555d,0.5859170932596247
51414812fdc9f04926006bdd,0.5540634606233892
50f5e76afdc9f065f000715c,0.3790121987362521
513e600cfdc9f0358700b32a,0.5455463401591026
51413993fdc9f049260054d3,0.5180255292067887
514138a0fdc9f04926005278,0.5538860484097856
51409527fdc9f04926000946,0.600468275929954
5185d514fdc9f03fd5001473,0.42911443771400076
5185d0eafdc9f03fd500106e,0.4733639411997409
513e6f41fdc9f0358700c54a,0.5128142441033232
50f55eaefdc9f065f0004deb,0.6023601342846442
50f44866fdc9f065f0003fd1,0.5093845398623894
513d9e02fdc9f03587008280,0.4448673683938322
513e6ce5fdc9f0358700c20e,0.3230332237025883
51422797fdc9f04926008698,0.512905282569818
513cc4abfdc9f035870017b1,0.5054241228079713
513d4974fdc9f03587002dc9,0.47371533261419646
513d7ad5fdc9f03587006978,0.5951470387395331
5140cc46fdc9f04926002d69,0.3895948378325699
513d5e68fdc9f03587003a6c,0.4660688846008564
513cb686fdc9f03587000a4c,0.5912717662266032
51414583fdc9f04926006608,0.6179210623075351
50f439fafdc9f065f0002e45,0.42095712621053855
513e6064fdc9f0358700b3b2,0.5108329773074063
513d9c9cfdc9f03587007dd1,0.5147044546736851
513f2f18fdc9f0358700dd11,0.600703673788386
51422878fdc9f0492600876c,0.5539771046353407
513ce90dfdc9f035870022fc,0.38941705460084136
50f42c12fdc9f065f000181d,0.5962595674624389
5185ccd6fdc9f03fd5000c93,0.3914098080491603
513d7ad3fdc9f03587006974,0.4267081018985646
50f445abfdc9f065f000357d,0.4714691069819082
513d9c64fdc9f03587007d0e,0.5541376903597545
5140d316fdc9f04926003376,0.43223240105163413
51409d7cfdc9f04926001307,0.3878472415376189
513e20defdc9f0358700a303,0.46976117300094394
513d781afdc9f03587006052,0.596939461580934
513cc1b6fdc9f035870014d3,0.5147955108992402
513f3241fdc9f0358700e05d,0.46976117300094394
50f55eb0fdc9f065f0004e10,0.5822212732293446
50f44868fdc9f065f000403c,0.5113489190969094
50f42c52fdc9f065f0001ad0,0.47192010563073583
50f60c54beb2fed9100002fa,0.7109724557921975
513d5fb2fdc9f03587003c17,0.42868936869448154
50f560f0fdc9f065f000532e,0.6361285195443936
50f5ec18fdc9f065f0008714,0.4345261225175301
514150d6fdc9f04926007e48,0.38740999605596804
51414629fdc9f0492600674b,0.5128142441033232
513d31a4fdc9f03587002813,0.4828024944893157
513d326efdc9f035870028b3,0.5578485820016195
513e6e31fdc9f0358700c3df,0.46976117300094394
51414109fdc9f04926006150,0.31088719052817165
513f2fa4fdc9f0358700ddf1,0.4341596608337422
513d9b2afdc9f0358700790c,0.4253574709233762
50f42b4ffdc9f065f00012a5,0.46777990620502696
51422aa8fdc9f04926008976,0.46976117300094394
513e5e83fdc9f0358700b0c0,0.5611829432823463
513e1eacfdc9f03587009d17,0.516685721469602
513cca9efdc9f03587001cd3,0.6775383108158985
513cde1efdc9f035870020da,0.516685721469602
51413630fdc9f04926004c00,0.42868936869448154
513e1fecfdc9f0358700a079,0.5072225265954037
5140ca59fdc9f049260027ef,0.5609582408374714
50f56122fdc9f065f0005461,0.6019668907782852
50f60e72beb2fed910000648,0.46976117300094394
513ccaecfdc9f03587001ce5,0.5558673152057025
513d7c80fdc9f03587006efe,0.46976117300094394
50f5eaecfdc9f065f0007e39,0.6995227923255862
51421abdfdc9f04926008396,0.5969391195121649
5140d9b5fdc9f04926003c71,0.6359976169331385
5140b67ffdc9f04926001731,0.5558673152057025
513d7f1ffdc9f03587007550,0.5574114323594996
513cb6c0fdc9f03587000a84,0.39334086922579575
5140d9b9fdc9f04926003c7c,0.43255303976463205
5185d4cefdc9f03fd500142b,0.46607800860694953
5140cfeefdc9f049260031b8,0.3856362975921023
50f56363fdc9f065f0005d37,0.5109942193453353
513d9eeffdc9f0358700858f,0.4701058774072722
513e1a5afdc9f035870091ae,0.419241816230373
50f5ec3bfdc9f065f0008850,0.5538860484097856
513e6dfffdc9f0358700c397,0.5185801175375706
50f42b51fdc9f065f0001321,0.7130595528964996
513d6dc6fdc9f035870051e1,0.46385819681560714
50f46483fdc9f065f0004692,0.4340822477454429
50f6166dbeb2fed910000820,0.39453766876522056
51413c5efdc9f04926005b0a,0.46976117300094394
513f13e4fdc9f0358700cb86,0.5131540323268098
513e6e0dfdc9f0358700c3aa,0.396289851588132
513e1b0dfdc9f0358700937b,0.5587221535387052
50f5eb64fdc9f065f000825d,0.42688578573687913
51408a95fdc9f0358700e757,0.5145670977603097
50f5e8c9fdc9f065f00074bf,0.552082708871641
513cb711fdc9f03587000ac8,0.43271721180724154
513d6aadfdc9f03587004b1f,0.4267081018985646
50f561f6fdc9f065f00057d7,0.5912790493598395
5140db84fdc9f04926003ef4,0.5480651500117752
513e1e4cfdc9f03587009c13,0.63041569954952
513e1e78fdc9f03587009c91,0.5134025322285017
50f445aefdc9f065f00035ac,0.4267081018985646
5185cd46fdc9f03fd5000d04,0.5765948984350507
50f5eba7fdc9f065f0008409,0.6344938220548552
50f447cefdc9f065f0003a1e,0.4713860933174246
50f43491fdc9f065f00029a2,0.511011449416371
51413d79fdc9f04926005d4d,0.5142510956600943
513d9c48fdc9f03587007cb0,0.5558673152057025
513cc34efdc9f03587001660,0.6025337154675884
513e1c47fdc9f035870096cc,0.5949823199762072
513cb342fdc9f0358700071f,0.4285981281232862
513f1073fdc9f0358700c6dc,0.5498459481230805
5141363dfdc9f04926004c14,0.5519958378394237
51422826fdc9f04926008722,0.323282745239301
51414d1afdc9f049260074d3,0.4605846963952409
513e1d0afdc9f035870098ce,0.5876768044653214
513e5dd9fdc9f0358700aee7,0.42723549485458795
