image_id,lively_score
50f55e0bfdc9f065f0004a34,0.46153999697622283
51409b7efdc9f0492600109e,0.5325941863398821
50f5eaaefdc9f065f0007c12,0.49301299998695464
50f44803fdc9f065f0003c27,0.3022637729635509
50f55e6ffdc9f065f0004ca0,0.5715474551107126
51414d02fdc9f0492600749b,0.5352188889978716
5141357afdc9f04926004a06,0.36334956011644864
5140d3b3fdc9f04926003412,0.5582364274255477
5140d8edfdc9f04926003aec,0.3531246954714261
50f447d8fdc9f065f0003ae5,0.5008619613377191
513e238dfdc9f0358700a6b0,0.5008619613377191
514218f2fdc9f049260081b9,0.634104330933951
50f5ec1dfdc9f065f000877e,0.27763208655325466
50f60b89beb2fed91000001b,0.3682347153754433
50f5e8e4fdc9f065f00075c8,0.40253911319749586
50f5e5d0fdc9f065f0006a6f,0.4613926734290847
50f5ed94fdc9f065f0008d97,0.4733995207128532
513d9e66fdc9f035870083c7,0.3946871340136843
50f43490fdc9f065f0002998,0.5592305865321259
514217a5fdc9f04926008057,0.3960634037551382
513da0a4fdc9f035870089f7,0.5274718287903126
51413d71fdc9f04926005d37,0.4651365102639794
5140b769fdc9f049260019c7,0.4347343289718672
51414c09fdc9f04926007227,0.6086881739948332
513f10a9fdc9f0358700c72b,0.3284698691461226
513cb30dfdc9f035870006ef,0.49826925613410955
513f2d78fdc9f0358700da48,0.4328048114097361
513d67aafdc9f0358700412a,0.4751555121368282
50f447cffdc9f065f0003a3f,0.42754713092519336
514144bafdc9f0492600652a,0.5328905531229675
513f2b14fdc9f0358700d63f,0.36303492568722306
513cb73afdc9f03587000aee,0.6423910001952603
513d9f05fdc9f035870085df,0.522675881534858
5140cdeefdc9f04926002fce,0.4593516275010959
51421889fdc9f04926008153,0.34470944917355145
5140d7c9fdc9f049260038a3,0.4646654423263866
513d9c69fdc9f03587007d1f,0.5023529018670497
513cbc14fdc9f03587000f68,0.43521349729074355
513e6fc5fdc9f0358700c5fb,0.4200286160979727
513cb5d9fdc9f035870009a4,0.537588382349698
513d78c0fdc9f0358700628b,0.6584381794185363
50f463b5fdc9f065f0004277,0.5365454633844813
514218bffdc9f04926008186,0.3986582195383401
51413bb4fdc9f04926005a0f,0.3988786231632124
513e1ddffdc9f03587009af1,0.4304907588145772
51414fd8fdc9f04926007bc8,0.460802347657433
50f3981ffdc9f065f0000e00,0.42757724173880446
513cc3cefdc9f035870016e1,0.44573171225207586
513cc326fdc9f03587001634,0.4304907588145772
513e5bc3fdc9f0358700a937,0.4304145894763358
513f28bffdc9f0358700d24e,0.3624424938234921
