image_id,depressing_score
50f5609afdc9f065f000528b,0.5842592070940102
5140cef1fdc9f049260030c3,0.4514146154020804
50f5ed95fdc9f065f0008dbd,0.5189481462691168
513cba12fdc9f03587000d91,0.44831259150941366
513e20d7fdc9f0358700a2ec,0.5188199779423104
513d9e83fdc9f03587008428,0.415437682250704
50f447d3fdc9f065f0003a98,0.48894998685833446
513cc29ffdc9f035870015b4,0.4871092753539701
513d5ba3fdc9f0358700359a,0.5144970464411078
5185d1bafdc9f03fd5001133,0.4842828257065699
50f46486fdc9f065f00046db,0.4170235382225298
50f60b99beb2fed910000115,0.48594506868360077
513d68a7fdc9f03587004451,0.5172341219704846
513d2f5efdc9f03587002649,0.5188199779423104
50f5e87cfdc9f065f0007302,0.4170235382225298
5140d8ebfdc9f04926003ae8,0.45155381750308793
50f43490fdc9f065f0002993,0.4843593672504134
513e1ad3fdc9f035870092e7,0.4514843034530653
50f55e19fdc9f065f0004a98,0.41683074172779766
50f5e564fdc9f065f0006805,0.5830823143438536
513f132ffdc9f0358700ca95,0.484603536605199
513d57fdfdc9f0358700326f,0.5126345394261137
513d6c17fdc9f03587004ea3,0.5875262485519257
50f42efffdc9f065f000257c,0.4170235382225298
514138b7fdc9f049260052b4,0.4483758709757736
513e60e7fdc9f0358700b485,0.5516322349276256
514138e1fdc9f04926005318,0.4802540946751801
513d6948fdc9f0358700468c,0.44989844748123947
513d5f56fdc9f03587003ba1,0.5188199779423104
513d5f6afdc9f03587003bb7,0.4890347644029971
513f14f3fdc9f0358700cd09,0.4558896948049321
514150a4fdc9f04926007dd5,0.5502539906612617
51409b1dfdc9f0492600101c,0.3600680593458656
50f5619ffdc9f065f00055e8,0.32830247553911407
513f339afdc9f0358700e17d,0.5516915314371237
513cc37cfdc9f03587001690,0.4513352963876053
51415179fdc9f04926007fa8,0.3319361770221811
513d6aa3fdc9f03587004aff,0.41577184234496245
51414932fdc9f04926006da0,0.44989844748123947
50f5e8e3fdc9f065f00075b2,0.5188199779423104
5140daabfdc9f04926003e05,0.44665799831095665
513d5f9bfdc9f03587003bf7,0.5485560570495622
513e62dffdc9f0358700b76b,0.4514879460594579
50f43489fdc9f065f0002914,0.41997397492510635
513e6bcffdc9f0358700c09d,0.5845734569891469
50f5eba6fdc9f065f00083e5,0.5112009796275803
513d3296fdc9f035870028d2,0.5125749279109568
51421a88fdc9f04926008363,0.44989844748123947
513f28b5fdc9f0358700d23d,0.44989844748123947
50f42c53fdc9f065f0001afb,0.5532078736854784
513e6fdefdc9f0358700c61f,0.5231428453027037
513f106cfdc9f0358700c6d3,0.5172940698904139
513cb8c8fdc9f03587000c5e,0.41983668357228493
5141505bfdc9f04926007d12,0.47968369425562013
50f44503fdc9f065f000337c,0.41839995330428764
513d6d16fdc9f035870050c7,0.5862344973520776
514138f8fdc9f0492600534f,0.5081002988933113
50f60b8ebeb2fed91000006f,0.4186204720672126
514219c9fdc9f04926008295,0.41420980090125464
50f5eb44fdc9f065f0008152,0.48745804095325884
