image_id,depressing_score
513cb652fdc9f03587000a1e,0.5516948872010201
50f60c4dbeb2fed91000028d,0.415437682250704
513d9ff9fdc9f0358700887c,0.5200634732092219
513cd544fdc9f03587001efc,0.3871623555363652
513d57fefdc9f03587003271,0.449971316968607
513e62a8fdc9f0358700b718,0.4545768833380136
513cba52fdc9f03587000dcb,0.5188199779423104
513f2ac2fdc9f0358700d5be,0.45463992434147255
51421b25fdc9f0492600840a,0.4457822619803972
51414717fdc9f04926006993,0.3939446576342712
51413ca9fdc9f04926005b7e,0.5188199779423104
513d6890fdc9f035870043fc,0.3840028479953923
513f3060fdc9f0358700dec5,0.5153965686870703
5185d2f9fdc9f03fd5001255,0.44989844748123947
50f4351efdc9f065f0002b70,0.5141415420855363
513d9d82fdc9f035870080cb,0.427768818708326
5141379afdc9f04926004fa3,0.4467300848630088
513d2ff2fdc9f035870026c0,0.5547935678875986
513e5f6dfdc9f0358700b238,0.5516982358732058
5140d7e5fdc9f049260038de,0.44989844748123947
513d5c51fdc9f035870036c7,0.48277335673994914
51414b16fdc9f04926007036,0.4875242219115212
5140cce8fdc9f04926002ece,0.5472315040768838
513e1f15fdc9f03587009e2e,0.4471820846599011
50f5e647fdc9f065f0006c14,0.5801313166026847
51409e42fdc9f049260013fb,0.44989844748123947
513ce575fdc9f03587002241,0.48277335673994914
5140b774fdc9f049260019e3,0.42471643175432977
513e6113fdc9f0358700b4c9,0.4860840961021379
50f4349afdc9f065f0002a39,0.4869749645610877
514134defdc9f049260047f8,0.5127004752517147
50f42ddffdc9f065f000226e,0.485729338723021
513ce289fdc9f035870021c4,0.47549975385185334
51408c98fdc9f0358700eb64,0.415437682250704
51414e26fdc9f04926007787,0.5815560698871847
513f10b5fdc9f0358700c73b,0.4170235382225298
513d7afffdc9f035870069f7,0.5173071532275577
513d7aa4fdc9f035870068e1,0.44989844748123947
5140c8edfdc9f049260023ab,0.48277335673994914
5142181efdc9f049260080e0,0.38702714782471503
5140b732fdc9f04926001932,0.5188199779423104
513cc026fdc9f0358700134e,0.44989844748123947
51422d86fdc9f04926008c33,0.5532807431728459
50f447d8fdc9f065f0003aef,0.45299727572272336
51413d02fdc9f04926005c43,0.6429584308920382
513cc58afdc9f03587001884,0.40993020149347403
513ccb1cfdc9f03587001cf1,0.44989844748123947
514134c9fdc9f049260047ae,0.44989844748123947
513ce6bbfdc9f0358700227f,0.4860145894987827
513d36b7fdc9f03587002bb6,0.4185302621356523
51414f7efdc9f04926007ae6,0.5486215491133182
513d7f1dfdc9f0358700754c,0.38565535287694264
513e5bc1fdc9f0358700a932,0.6306600053368707
513d7c25fdc9f03587006dd7,0.48594506868360077
513d34ddfdc9f03587002a72,0.5815560698871847
50f563cdfdc9f065f0005e63,0.44989844748123947
50f42bb5fdc9f065f000164c,0.5814997601503425
514099ddfdc9f04926000e88,0.48683838625393977
50f5ed96fdc9f065f0008dd8,0.48435921271177496
513d9ee7fdc9f03587008578,0.45592932949441883
513f2bddfdc9f0358700d78e,0.5188199779423104
513e1b0ffdc9f0358700937e,0.44989844748123947
5141334cfdc9f04926004260,0.5102428373514534
50f56202fdc9f065f000585f,0.4171533306345485
50f42bbbfdc9f065f0001701,0.4425414376009914
513e1f28fdc9f03587009e4a,0.44989844748123947
514094dffdc9f04926000900,0.48148570467919033
5140d81dfdc9f0492600394d,0.5258263306988329
513d3069fdc9f0358700271f,0.4741413609644344
513d7a9cfdc9f035870068c4,0.41399729911369443
51413752fdc9f04926004e91,0.5141413887915575
50f5eaf6fdc9f065f0007efb,0.5255617047864035
51408f3afdc9f04926000058,0.4186617331931396
513cd3f6fdc9f03587001eb3,0.48587219138685744
5140b881fdc9f04926001c6d,0.515717786505607
51408af2fdc9f0358700e826,0.5172341219704846
50f5e68ffdc9f065f0006d2a,0.48277335673994914
51409e8ffdc9f0492600145c,0.45299727572272336
50f56412fdc9f065f00060bd,0.5935318680621167
513f2a40fdc9f0358700d4ea,0.44989844748123947
513cbbb8fdc9f03587000f13,0.5501157339730997
5141472bfdc9f049260069c6,0.4170235382225298
513d7b2dfdc9f03587006a93,0.5188199779423104
50f4348cfdc9f065f000294a,0.4170235382225298
5140caccfdc9f04926002955,0.48277335673994914
5142195bfdc9f04926008227,0.4170235382225298
