image_id,boring_score
513e6003fdc9f0358700b31d,0.5550721063250436
513d9f3bfdc9f03587008693,0.4218302888386661
513d6d38fdc9f035870050fd,0.4620339009504743
513e5fccfdc9f0358700b2c9,0.41551479826318966
50f561fafdc9f065f00057f8,0.41551479826318966
513e1dddfdc9f03587009aee,0.2510175841118121
513e1dc9fdc9f03587009ab9,0.5128345450549088
50f5e685fdc9f065f0006c93,0.5572128770336184
513e1be4fdc9f035870095c1,0.4220170212917057
50f5ed63fdc9f065f0008cb9,0.4580728233167954
513d9a9dfdc9f03587007740,0.46417467165904924
513d7e97fdc9f03587007433,0.4579532670591811
50f5eb68fdc9f065f00082b1,0.6358332907371897
513d2fd6fdc9f035870026aa,0.5106937743463339
513d7e71fdc9f035870073e5,0.4620339009504743
50f42c52fdc9f065f0001aaa,0.5106937743463339
514227f3fdc9f049260086ef,0.2902278512938055
50f42b7bfdc9f065f00013be,0.41765556897176465
50f439f6fdc9f065f0002de5,0.37113646628448005
514135b6fdc9f04926004aea,0.41765556897176465
5185cf1bfdc9f03fd5000ed1,0.3692849205758656
51414ce4fdc9f04926007447,0.41765556897176465
513e6e88fdc9f0358700c450,0.3753062647091498
513d3878fdc9f03587002c5b,0.3287916438433806
51414e72fdc9f04926007856,0.41357983010251864
5140cb29fdc9f04926002a81,0.46631544236762423
50f5609bfdc9f065f00052d6,0.46631544236762423
51422758fdc9f04926008656,0.3769854828894944
513ccfeefdc9f03587001deb,0.5106937743463339
513e6eb2fdc9f0358700c483,0.41765556897176465
513d9c6dfdc9f03587007d30,0.5106937743463339
50f42efffdc9f065f0002568,0.4620339009504743
513e239efdc9f0358700a6c5,0.46001870190154315
513d7a05fdc9f035870066b6,0.5932047999903833
513d7b18fdc9f03587006a4f,0.7169721920853216
51409079fdc9f049260002e0,0.4560087132770327
51421a0ffdc9f049260082dc,0.5529403837507725
50f46497fdc9f065f0004802,0.37123958224593173
50f561fafdc9f065f00057ff,0.41579249346064096
513d7a78fdc9f0358700683d,0.37958435145879665
5140b673fdc9f04926001707,0.4197963396803396
5140cd27fdc9f04926002f0c,0.5549699454651377
513cb332fdc9f03587000711,0.5550721063250436
50f5ec36fdc9f065f00087fc,0.33799537846624056
51413a3afdc9f0492600566c,0.373277236993055
50f55e53fdc9f065f0004bd7,0.41765556897176465
513cc9e3fdc9f03587001c89,0.41765556897176465
50f5eb47fdc9f065f0008189,0.595394054291321
5142180cfdc9f049260080cb,0.41765556897176465
5140db9bfdc9f04926003f0f,0.41765556897176465
50f42b50fdc9f065f00012d0,0.41765556897176465
513d692bfdc9f0358700462d,0.557114509422135
50f44504fdc9f065f0003392,0.2846051785463494
513e1a9bfdc9f03587009261,0.4155059566497931
50f44867fdc9f065f0004014,0.46211526343601184
513d68e8fdc9f03587004536,0.41321322219082585
513e6de0fdc9f0358700c36a,0.5972213933723768
